title,content,related_keyword
경상수지,"경상수지는 재화나 서비스를 외국과 사고파는 거래 즉 경상거래의 결과로 나타나는 수지를 말한다. 경상수지는 상품수지, 서비스수지, 본원소득수지 및 이전소득수지로 구성된다. 그런데 이 항목들은 금융계정 구성항목과 비교하면 상대적으로 안정적인 성격을 지닌 거래들로 이루어져 있기 때문에 경제발전 및 정책변화의 효과를 측정하거나 전망하는 데 널리 이용된다.","상품수지, 서비스수지, 본원소득수지, 이전소득수지"
경영실태평가/은행경영실태등급평가제도,"임점 검사 시 금융기관의 경영실태 전반을 점검 평가하는 제도이다. 경영상태를 부문 별로 일정한 방식에 의거 등급 평가하고 이를 다시 종합적으로 평가함으로써 금융기관 경영상의 취약부문을 식별하여 적절한 시정방안을 제시함과 아울러 등급평가 결과에 따라 감독 검사 업무를 차등화함으로써 금융기관의 책임경영체제를 확립하고자 하는데 그 주된 목적이 있다. 평가방식으로는 CAMEL-R, ROCA 및 CACREL 시스템이 있는바, 은행 본점 및 현지법인에 대해서는 CAMEL-R 시스템, 외은지점 및 국내은행 국외지점에 대해서는 ROCA 시스템, 특수은행에 대해서는 CACREL 시스템으로 평가한다. CAMEL-R 방식은 경영평가부문을 자본 적정성(C), 자산 건전성(A), 경영관리의 적정성(M), 수익성 (E), 유동성(L), 리스크 관리(R) 등 6개 부문으로, ROCA방식은 리스크관리(R), 경영관리 및 내부통제(O), 법규준수(C), 자산 건전성(A) 등 4개 부문으로 구분 평가한다. 특수은행 에 대한 경영실태평가는 일반은행의 경영관리의 적정성(M)과 리스크 관리(R)를 법규준 수(C)와 위험관리(R)로 대체하여 CACREL방식으로 평가한다.",CAMEL-R시스템/ROCA시스템/CACREL시스템
경영지도비율,"금융위원회는 은행법 제45조, 은행업 감독규정 제26조 및 동 시행세칙 제17조 에 의거 금융기관 경영의 건전성 확보를 통한 신용 질서유지 및 예금자보호를 목적으로 BIS자기자본비율, 원화유동성비율 등의 경영지도비율을 정하여 운용하고 있다. 동 지도 비율을 충족하지 못하는 은행에 대하여는 금융위원회가 경영개선권고, 경영개선요구 및 경영개선명령 등의 조치를 취할 수 있다.",
경영평가지표,"은행경영실태평가 시 이용하는 경영평가지표는 크게 계량지표와 비계량평가항목으로 구분할 수 있다. 계량지표는 은행 본점(특수은행 포함) 및 금융기관 현지법인에 대하여 4개 부문(자본적정성, 자산건전성, 수익성, 유동성) 13개 지표를 이용하며, 외은지점 및 국내은행 국외지점에 대하여는 자산건전성부문 4개 지표를 이용하고 있다. 비계량평가항 목의 경우 일반은행 본점 및 금융기관 현지법인에 대하여 6개 부문(자본적정성, 자산건전 성, 경영관리의 적정성, 수익성, 유동성, 리스크 관리) 29개 항목을 이용하며, 외국은행 국내지점 및 금융기관 국외지점에 대하여는 4개 부문(리스크 관리, 경영관리 및 내부통제, 법규준수, 자산건전성) 18개 지표를 이용하고 있다. 특수은행의 경우 6개부문(자본적정성, 자산건전성, 법규준수, 위험관리, 수익성, 유동성) 25개 비계량 평가항목을 이용한다.",
경제성장률,"경제성장률이란 일정 기간(분기 또는 연간) 중 한 나라의 경제규모, 즉 국민소득 규모가 늘어난 정도를 백분율로 표시한 것이다. 국민소득은 생산활동의 범위나 생산물의 가치평가 방법 등에 따라 여러 가지 개념으로 나뉘지만, 경제성장률을 계산하는 데 가장 일반적으로 쓰이는 국민소득은 각 경제활동부문에서 창출해낸 실질 부가가치의 합계, 즉 실질국내총생산(실질GDP)이다. 따라서 경제성장률은 대부분의 경우 실질GDP 증가율을 의미한다. 한편 수 개년 동안의 연평균 경제성장률을 계산하고자 할 때에는 복리 연율의 산식을 이용하여 연평균 경제성장률을 산출한다.",잠재GDP성장률
경제심리지수,"경제심리지수란 기업가 또는 소비자들의 경제에 대한 인식을 조사하여 작성한 지표이며, 대표적으로 조사대상을 기업가로 하는 기업경기실사지수(BSI; Business Survey Index)와 소비자로 하는 소비자동향지수(CSI; Consumer Survey Index)가 있다. 그런데 심리지표와 실물지표는 대체로 높은 상관관계를 보이지만 때로는 미래정보 및 기대수준의 반영 여부, 질적 통계와 양적 통계 간의 조사척도 차이 등에 따라 다소 괴리되는 움직임을 보이기도 한다. 이에 따라 한국은행은 BSI와 CSI를 합성하여 민간의 경제상황에 대한 인식을 종합적 으로 평가할 수 있는 경제심리지수(ESI; Economic Sentiment Index)를 작성 발표하고 있다. ESI는 BSI와 CSI 중 경기연관성이 높은 항목을 선정하여 이들의 표준화지수를 가중평 균하는 등의 과정을 거쳐 산출한다. ESI가 100을 넘으면 현재 민간의 경제심리가 과거 평균보다 낙관적임을, 100 미만이면 과거 평균보다 비관적임을 각각 나타낸다.","기업경기실사지수(BSI), 소비자동향지수(CSI)"
경제협력개발기구(OECD),"제2차 세계대전 직후 유럽경제 부흥 지원을 위해 설립되었던 유럽경제협력기구 (OEEC)의 18개국과 미국, 캐나다 등 총 20개 선진국이 1960년 12월에 설립한 국제기구이다. 설립목적은 상호 정책조정 및 협력을 통해 회원국의 경제성장과 금융안정을 도모함으로써 세계경제 발전에 기여하고 각국의 건전한 경제성장을 촉진하며 다자주의와 비차별 원칙 에 입각하여 세계무역 확대에 기여하는 것이다. 회원 가입은 최고의사결정기구인 이사회 의 초청에 의해 회원국의 만장일치로 이루어지는데 1990년대 들어 신흥시장국 및 체제전 환국에 문호를 개방하면서 회원국 수가 크게 늘어나기 시작해 2022년 8월말 현재 총 38개국이 회원으로 가입해 있다. OECD(Organization for Economic Cooperation and Development)는 이사회, 전문위원회, 사무국 외에도 각종 부속기구 및 특별기구로 구성 되는데 이사회의 경우 회원국 각료가 참석하는 각료이사회, OECD 주재 회원국 대사가 참여하는 상주대표이사회로 나뉜다. OECD의 활동은 주로 위원회 및 산하 작업반을 통해 이루어지는데 경제성장과 안정, 국제무역, 개발원조, 금융, 다국적기업, 투자, 통계 등 다양한 분야에서 회원국 간 정책경험을 공유하고 글로벌 현안에 대한 정책방안을 연구하는 한편 주요 사안에 대한 규범 제정에도 큰 역할을 하고 있다. 우리나라는 1995년 가입신청서 제출 이후 가입조건에 대한 협의를 거쳐 1996년 12월에 가입하였다.",
경제활동인구/비경제활동인구/경제활동참가율,"군인과 재소자 등을 제외한 만15세 이상 인구를 노동가능인구라하며, 이중 일할 수 있는 능력과 취업의사를 동시에 갖춘 사람을 경제활동인구라 한다. 경제활동인구는 현재 취업상태에 있는지에 따라 취업자와 실업자로 구분된다. 취업자란 매월 15일이 포함된 1주일 동안에 수입을 목적으로 1시간 이상 일한 사람과 본인 또는 가족이 소유, 경영하는 농장이나 사업체에서 주당 18시간 이상 일한 무급가족종사자를 가리킨다. 그밖에 일정한 직장이나 사업장은 가지고 있으나 일시적인 질병, 일기불순, 휴가, 노동쟁 의 등의 사유로 조사기간에 일을 하지 않은 사람도 취업자로 분류된다. 실업자란 매월 15일이 포함된 1주일 동안에 적극적으로 일자리를 구해보았으나 1시간 이상 일을 하지 못한 사람으로서 즉시 취업이 가능한 사람을 말한다. 노동가능인구 중 경제활동인구에 포함되지 않은 사람, 즉 일할 능력이 없거나 일하고자하는 의사가 없는 사람은 비경제활 동인구로 분류된다. 비경제활동인구에는 집안에서 가사와 육아를 도맡아 하는 가정주부, 학교에 다니는 학생, 일을 할 수 없는 연로자와 심신장애자, 구직단념자 등이 포함된다. 한편 노동가능인구에 대한 경제활동인구의 비율을 경제활동참가율이라 한다.","고용보조지표, 잠재경제활동인구"
경제후생지표,"복지지표로서 한계성을 갖는 국민총소득(GNI)을 보완하기 위해 미국의 노드하우스 (W. Nordhaus)와 토빈(J. Tobin)이 제안한 새로운 지표를 말한다. 현재 주요 지표로 활용 중인 국민총소득은 국민 복지에 영향을 미치는 많은 요인(주부의 가사노동, 여가, 공해 등)을 포괄하지 못하고 있어 국민 생활의 질적 수준 또는 복지수준을 정확히 반영하 지 못하는 단점을 갖고 있다. 이를 감안하여 경제후생지표(measure of economic welfare)는 국민총소득에 후생요소를 추가하면서 비후생요소를 제외함으로써 복지수준 을 정확히 반영하려는 취지로 제안되었지만, 통계작성에 있어 후생 및 비후생 요소의 수량화가 쉽지 않아 널리 사용되지는 못하고 있는 실정이다.",국민총소득(GNI)
경직적 물가지수,"소비자물가지수를 구성하는 품목 중에 가격이 경직적으로 움직이는 품목과 신축적으 로 움직이는 품목으로 나누어 볼 수 있는데, 그중 경직적으로 움직이는 품목들을 대상으 로 만든 물가지수를 경직적 물가지수, 신축적으로 움직이는 품목을 대상으로 한 물가지수 를 신축적 물가지수라 한다. 예를 들어 정부의 직 간접적인 영향을 크게 받는 공공서비 스, 전기 수도, 담배, 보육 급식 가격이나 개인서비스 요금 등은 대체로 경직적 물가를 구성하는 주요 품목이다. 이러한 경직적 물가는 통화정책 관점에서 소비자물가 예측에 매우 유용한 물가지표이다. 특히 경직적 물가와 신축적 물가의 움직임에 내재된 정보가 서로 달라 향후 인플레이션 향방을 정도 있게 예측하기 위해서는 경직적 물가의 움직임을 분석하고 해석하는데 유의할 필요가 있다.",근원인플레이션율
계절변동조정시계열,"경제의 움직임은 주로 일, 주, 월, 분기 또는 연간 등 일정기간을 기준으로 통계를 수집하여 파악하는데 이를 시계열이라 한다. 대부분의 경제분석은 시계열의 수준보다는 변동을 대상으로 한다. 시계열의 변동요인은 크게 추세, 순환, 계절 및 불규칙 요인의 네 가지로 구분할 수 있다. 특히 시계열에서 주기적으로 나타나는 기후나 명절 등과 같은 사회적 관습은 매년 반복되는 특성이 있는데 이를 계절변동요인이라 한다. 이러한 계절변동을 고려하지 않고 기간별로 시계열의 증감을 비교하면 올바른 인과관계를 파악 하는 데 오류가 있을 수 있다. 특히 전월 또는 전분기 대비 증감은 계절변동을 조정하지 않고 계산하면 많은 왜곡이 있게 된다. 계절변동조정시계열은 원래의 시계열에서 계절요 인을 여러 통계적 기법을 이용하여 제거한 것을 말한다. 이때 일반적으로 예측 가능한 불규칙요인도 함께 제거한다. 한편 계절변동요인은 연간단위로 나타나므로 연간시계열 에는 적용되지 않으며, 전년동기대비는 각 기간의 계절변동요인이 같다고 판단하여 원래의 시계열을 이용한다. 특히 우리나라는 설이나 추석 등은 음력을 사용함에 따라 양력을 기준으로 한 계절성이 특이하게 나타나는 측면도 있어 계절변동조정을 하는데 있어 고려할 사항이 더 많다.",경제성장률
